Department,Category,AccountCode,AccountName,     BudgetAmount     ,Period
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.75,01/08/2017
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,4.01,01/09/2017
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,4.86,01/09/2017
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,3.93,01/10/2017
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,4.8,01/10/2017
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,5.2,01/11/2017
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.68,01/11/2017
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,5.66,01/12/2017
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,4.83,01/12/2017
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,4.06,01/01/2018
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.84,01/01/2018
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,4.95,01/02/2018
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.36,01/02/2018
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,1.53,01/03/2018
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.12,01/03/2018
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,2.98,01/04/2018
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.35,01/04/2018
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,5.41,01/05/2018
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,6.34,01/05/2018
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,4.38,01/06/2018
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.76,01/06/2018
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,-0.41,01/07/2018
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.41,01/07/2018
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,2.47,01/08/2018
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,6.21,01/08/2018
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,4.97,01/09/2018
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.4,01/09/2018
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,5.12,01/10/2018
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.5,01/10/2018
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,6.88,01/11/2018
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,6.29,01/11/2018
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,5.75,01/12/2018
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.39,01/12/2018
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,5.86,01/01/2019
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,6.56,01/01/2019
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,5.31,01/02/2019
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.7,01/02/2019
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,3.79,01/03/2019
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.74,01/03/2019
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,5.19,01/04/2019
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.9,01/04/2019
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,5.41,01/05/2019
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,6.62,01/05/2019
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,3.5,01/06/2019
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.74,01/06/2019
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,1.62,01/07/2019
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,4.91,01/07/2019
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,1.3,01/08/2019
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,3.82,01/08/2019
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,3.97,01/09/2019
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,3.71,01/09/2019
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,6.49,01/10/2019
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,4.94,01/10/2019
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,5.91,01/11/2019
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,3.85,01/11/2019
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,7.62,01/12/2019
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,3.89,01/12/2019
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,6.74,01/01/2020
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,4.92,01/01/2020
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,5.33,01/02/2020
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,3.82,01/02/2020
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,4.5,01/03/2020
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,3.86,01/03/2020
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,6.42,01/04/2020
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.13,01/04/2020
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,6.07,01/05/2020
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,4.14,01/05/2020
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,3.67,01/06/2020
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,4.07,01/06/2020
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,3.75,01/07/2020
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.65,01/07/2020
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,3.42,01/08/2020
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,4.61,01/08/2020
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,7.59,01/09/2020
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.52,01/09/2020
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,6.86,01/10/2020
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,4.62,01/10/2020
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,6.67,01/11/2020
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,4.53,01/11/2020
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,8.36,01/12/2020
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.53,01/12/2020
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,5.93,01/01/2021
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,4.53,01/01/2021
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,7.11,01/02/2021
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,4.45,01/02/2021
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,6.76,01/03/2021
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.41,01/03/2021
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,7.46,01/04/2021
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,4.62,01/04/2021
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,7.14,01/05/2021
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,4.64,01/05/2021
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,6.35,01/06/2021
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.51,01/06/2021
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,1.25,01/07/2021
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,5.9,01/08/2021
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,9.13,01/09/2021
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,6.51,01/10/2021
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,8.64,01/11/2021
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,10.55,01/12/2021
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,7.92,01/01/2022
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,6.6,01/02/2022
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,6.99,01/03/2022
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,8.98,01/04/2022
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,9.48,01/05/2022
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,6.67,01/06/2022
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.63,01/07/2021
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.42,01/08/2021
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,6.45,01/09/2021
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.54,01/10/2021
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.56,01/11/2021
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,6.4,01/12/2021
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.64,01/01/2022
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.5,01/02/2022
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,6.38,01/03/2022
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.74,01/04/2022
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,6.65,01/05/2022
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.61,01/06/2022
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,4.98,01/07/2016
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,119.19,01/07/2016
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,15.46,01/08/2016
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,83.49,01/08/2016
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,51.55,01/09/2016
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,83.55,01/09/2016
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,25.75,01/10/2016
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,117.07,01/10/2016
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,-0.08,01/11/2016
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,76.68,01/11/2016
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,37.26,01/12/2016
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,87.01,01/12/2016
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,30.59,01/01/2017
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,124.13,01/01/2017
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,34.68,01/02/2017
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,87.87,01/02/2017
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,26.42,01/03/2017
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,82.65,01/03/2017
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,15.51,01/04/2017
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,88.91,01/04/2017
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,26.12,01/05/2017
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,126.82,01/05/2017
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,29.76,01/06/2017
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,90.73,01/06/2017
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,0.32,01/07/2017
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,58.93,01/07/2017
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,14.1,01/08/2017
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,84.06,01/08/2017
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,28.39,01/09/2017
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,56.61,01/09/2017
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,26.38,01/10/2017
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,54.66,01/10/2017
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,44.68,01/11/2017
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,80.4,01/11/2017
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,58.6,01/12/2017
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,54.63,01/12/2017
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,26.34,01/01/2018
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,87.66,01/01/2018
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,38.82,01/02/2018
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,69.89,01/02/2018
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,6.53,01/03/2018
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,68.12,01/03/2018
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,15.05,01/04/2018
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,71.09,01/04/2018
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,45.86,01/05/2018
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,109.77,01/05/2018
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,30.15,01/06/2018
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,86.15,01/06/2018
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,-1.57,01/07/2018
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,81.55,01/07/2018
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,10.73,01/08/2018
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,117.06,01/08/2018
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,33.25,01/09/2018
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,81.38,01/09/2018
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,34.32,01/10/2018
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,82.88,01/10/2018
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,68.3,01/11/2018
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,118.49,01/11/2018
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,44.72,01/12/2018
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,81.18,01/12/2018
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,43.4,01/01/2019
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,138.65,01/01/2019
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,35.17,01/02/2019
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,96.37,01/02/2019
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,20.74,01/03/2019
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,96.98,01/03/2019
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,35.73,01/04/2019
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,99.72,01/04/2019
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,40,01/05/2019
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,139.88,01/05/2019
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,18.69,01/06/2019
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,97.12,01/06/2019
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,7.32,01/07/2019
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,94.45,01/07/2019
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,4.68,01/08/2019
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,58.85,01/08/2019
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,19.18,01/09/2019
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,57.54,01/09/2019
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,47.65,01/10/2019
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,97.93,01/10/2019
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,40.4,01/11/2019
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,61.68,01/11/2019
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,72.82,01/12/2019
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,62.39,01/12/2019
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,55.06,01/01/2020
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,99.37,01/01/2020
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,31.77,01/02/2020
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,61.68,01/02/2020
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,24.53,01/03/2020
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,62.78,01/03/2020
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,47.34,01/04/2020
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,106.45,01/04/2020
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,42.79,01/05/2020
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,68.79,01/05/2020
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,18.1,01/06/2020
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,68.4,01/06/2020
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,17.47,01/07/2020
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,109.21,01/07/2020
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,10.74,01/08/2020
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,71.39,01/08/2020
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,62.83,01/09/2020
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,107.28,01/09/2020
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,45.44,01/10/2020
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,73.02,01/10/2020
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,42.22,01/11/2020
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,71.94,01/11/2020
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,84.41,01/12/2020
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,109.24,01/12/2020
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,31.06,01/01/2021
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,71.52,01/01/2021
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,45.26,01/02/2021
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,70.31,01/02/2021
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,40.87,01/03/2021
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,107.17,01/03/2021
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,56.41,01/04/2021
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,73.3,01/04/2021
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,47.67,01/05/2021
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,73.88,01/05/2021
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,33.71,01/06/2021
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,109.73,01/06/2021
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,5.01,01/07/2021
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,28.08,01/08/2021
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,76.6,01/09/2021
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,34.63,01/10/2021
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,68.26,01/11/2021
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,128.38,01/12/2021
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,58.7,01/01/2022
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,33.43,01/02/2022
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,39.39,01/03/2022
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,73.16,01/04/2022
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,88.52,01/05/2022
HYPERICUM,RATIOS,GPM2,GROSS PROFIT PER M2,35.09,01/06/2022
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,102.31,01/07/2021
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,98.5,01/08/2021
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,146.5,01/09/2021
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,100.72,01/10/2021
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,101.11,01/11/2021
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,145.54,01/12/2021
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,105.65,01/01/2022
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,103.06,01/02/2022
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,149.33,01/03/2022
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,107.57,01/04/2022
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,155.56,01/05/2022
ROSES,RATIOS,GPM2,GROSS PROFIT PER M2,105,01/06/2022
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"2,000.00",01/07/2016
PACKHOUSE,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/07/2016
ROSES,INDIRECT COST,601007,FUNERAL EXPENSES,500,01/07/2016
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"2,000.00",01/08/2016
PACKHOUSE,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/08/2016
ROSES,INDIRECT COST,601007,FUNERAL EXPENSES,500,01/08/2016
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"2,000.00",01/09/2016
PACKHOUSE,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/09/2016
ROSES,INDIRECT COST,601007,FUNERAL EXPENSES,500,01/09/2016
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"2,000.00",01/10/2016
PACKHOUSE,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/10/2016
ROSES,INDIRECT COST,601007,FUNERAL EXPENSES,500,01/10/2016
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"2,000.00",01/11/2016
PACKHOUSE,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/11/2016
ROSES,INDIRECT COST,601007,FUNERAL EXPENSES,500,01/11/2016
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"2,000.00",01/12/2016
PACKHOUSE,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/12/2016
ROSES,INDIRECT COST,601007,FUNERAL EXPENSES,500,01/12/2016
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"2,000.00",01/01/2017
PACKHOUSE,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/01/2017
ROSES,INDIRECT COST,601007,FUNERAL EXPENSES,500,01/01/2017
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"2,000.00",01/02/2017
PACKHOUSE,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/02/2017
ROSES,INDIRECT COST,601007,FUNERAL EXPENSES,500,01/02/2017
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"2,000.00",01/03/2017
PACKHOUSE,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/03/2017
ROSES,INDIRECT COST,601007,FUNERAL EXPENSES,500,01/03/2017
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"2,000.00",01/04/2017
PACKHOUSE,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/04/2017
ROSES,INDIRECT COST,601007,FUNERAL EXPENSES,500,01/04/2017
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"2,000.00",01/05/2017
PACKHOUSE,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/05/2017
ROSES,INDIRECT COST,601007,FUNERAL EXPENSES,500,01/05/2017
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"2,000.00",01/06/2017
PACKHOUSE,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/06/2017
ROSES,INDIRECT COST,601007,FUNERAL EXPENSES,500,01/06/2017
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"2,000.00",01/07/2017
PACKHOUSE,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/07/2017
ROSES,INDIRECT COST,601007,FUNERAL EXPENSES,500,01/07/2017
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"2,000.00",01/08/2017
PACKHOUSE,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/08/2017
ROSES,INDIRECT COST,601007,FUNERAL EXPENSES,500,01/08/2017
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"2,000.00",01/09/2017
PACKHOUSE,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/09/2017
ROSES,INDIRECT COST,601007,FUNERAL EXPENSES,500,01/09/2017
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"2,000.00",01/10/2017
PACKHOUSE,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/10/2017
ROSES,INDIRECT COST,601007,FUNERAL EXPENSES,500,01/10/2017
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"2,000.00",01/11/2017
PACKHOUSE,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/11/2017
ROSES,INDIRECT COST,601007,FUNERAL EXPENSES,500,01/11/2017
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"2,000.00",01/12/2017
PACKHOUSE,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/12/2017
ROSES,INDIRECT COST,601007,FUNERAL EXPENSES,500,01/12/2017
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"2,000.00",01/01/2018
PACKHOUSE,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/01/2018
ROSES,INDIRECT COST,601007,FUNERAL EXPENSES,500,01/01/2018
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"2,000.00",01/02/2018
PACKHOUSE,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/02/2018
ROSES,INDIRECT COST,601007,FUNERAL EXPENSES,500,01/02/2018
ADMINISTRATION,INDIRECT COST,601007,FUNERAL EXPENSES,"2,000.00",01/03/2018
PACKHOUSE,INDIRECT COST,601007,FUNERAL EXPENSES,"1,000.00",01/03/2018
ROSES,INDIRECT COST,601007,FUNERAL EXPENSES,500,01/03/2018
